bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	aliquots	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number
TCGA-19-5959-01A	TCGA-19-5959-01A-11H	1.8	null	72.83 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-19-5959-11A	TCGA-19-5959-11A-01D	1.7	null	97.33000000000001 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-19-5960-01A	TCGA-19-5960-01A-11R	1.8	null	52.60000000000001 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-19-5960-01A	TCGA-19-5960-01A-11D	1.9	null	513.0300000000001 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-19-5960-01A	TCGA-19-5960-01A-11H	1.8	null	176.83 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-19-5960-11A	TCGA-19-5960-11A-01D	1.9	null	25.33 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1438-01A	TCGA-26-1438-01A-01D	1.9	null	24.3 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1438-01A	TCGA-26-1438-01A-01T	null	null	37 uL	Total RNA	.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1438-01A	TCGA-26-1438-01A-01R	1.8	null	164 uL	RNA	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1438-01A	TCGA-26-1438-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1438-10A	TCGA-26-1438-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1438-10A	TCGA-26-1438-10A-01D	1.9	null	1269.6 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1439-01A	TCGA-26-1439-01A-01T	null	null	58 uL	Total RNA	0.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1439-01A	TCGA-26-1439-01A-01R	1.8	null	0 uL	RNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1439-01A	TCGA-26-1439-01A-01D	1.9	null	576.35 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1439-01A	TCGA-26-1439-01A-01W	null	null	54 uL	Repli-G (Qiagen) DNA	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1439-10A	TCGA-26-1439-10A-01D	1.9	null	0 uL	DNA	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1439-10A	TCGA-26-1439-10A-01W	null	null	48 uL	Repli-G (Qiagen) DNA	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1440-01A	TCGA-26-1440-01A-01R	1.8	null	185 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1440-01A	TCGA-26-1440-01A-01D	1.9	null	324 uL	DNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1440-01A	TCGA-26-1440-01A-01T	null	null	40 uL	Total RNA	.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1440-01A	TCGA-26-1440-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1440-10A	TCGA-26-1440-10A-01D	1.9	null	1270.3 uL	DNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1440-10A	TCGA-26-1440-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1442-01A	TCGA-26-1442-01A-01T	null	null	200.33 uL	Total RNA	0.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1442-01A	TCGA-26-1442-01A-01R	1.8	null	97.9 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1442-01A	TCGA-26-1442-01A-01D	1.9	null	462.03000000000003 uL	DNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1442-10A	TCGA-26-1442-10A-01D	1.9	null	0 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1443-01A	TCGA-26-1443-01A-01D	1.9	null	431 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1443-01A	TCGA-26-1443-01A-01T	null	null	23 uL	Total RNA	.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1443-01A	TCGA-26-1443-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1443-01A	TCGA-26-1443-01A-01R	1.8	null	6 uL	RNA	0.11 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1443-10A	TCGA-26-1443-10A-01D	1.9	null	1555.3 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1443-10A	TCGA-26-1443-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1799-01A	TCGA-26-1799-01A-02G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-26-1799-01A	TCGA-26-1799-01A-02T	null	null	82 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1799-01A	TCGA-26-1799-01A-02W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1799-01A	TCGA-26-1799-01A-02R	1.9	null	242 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1799-01A	TCGA-26-1799-01A-02D	1.924609314	null	699.67 uL	DNA	0.1471589 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1799-10A	TCGA-26-1799-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-26-1799-10A	TCGA-26-1799-10A-01W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-1799-10A	TCGA-26-1799-10A-01D	1.9	null	363.97 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5132-01A	TCGA-26-5132-01A-01R	1.8	null	143.7 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5132-01A	TCGA-26-5132-01A-01T	null	null	196 uL	Total RNA	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5132-01A	TCGA-26-5132-01A-01D	1.9	null	568.7300000000001 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5132-10A	TCGA-26-5132-10A-01D	1.9	null	1015.03 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5133-01A	TCGA-26-5133-01A-01D	1.9	null	444.72999999999996 uL	DNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5133-01A	TCGA-26-5133-01A-01R	1.8	null	219.7 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5133-01A	TCGA-26-5133-01A-01T	null	null	284 uL	Total RNA	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5133-10A	TCGA-26-5133-10A-01D	1.9	null	328.03 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5134-01A	TCGA-26-5134-01A-01D	1.9	null	741.7300000000001 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5134-01A	TCGA-26-5134-01A-01T	null	null	227 uL	Total RNA	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5134-01A	TCGA-26-5134-01A-01R	1.8	null	218.7 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5134-10A	TCGA-26-5134-10A-01D	1.9	null	634.0300000000001 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5135-01A	TCGA-26-5135-01A-01T	null	null	47 uL	Total RNA	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5135-01A	TCGA-26-5135-01A-01R	1.8	null	27.700000000000003 uL	RNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5135-01A	TCGA-26-5135-01A-01D	1.9	null	443.72999999999996 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5135-10A	TCGA-26-5135-10A-01D	1.9	null	1134.03 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5136-01B	TCGA-26-5136-01B-01D	1.9	null	430.72999999999996 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5136-01B	TCGA-26-5136-01B-01R	1.8	null	141.7 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5136-01B	TCGA-26-5136-01B-01T	null	null	267 uL	Total RNA	0.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5136-10A	TCGA-26-5136-10A-01D	2.0	null	97.03000000000002 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5139-01A	TCGA-26-5139-01A-01D	1.9	null	473.73 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5139-01A	TCGA-26-5139-01A-01T	null	null	248 uL	Total RNA	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5139-01A	TCGA-26-5139-01A-01R	1.8	null	159.7 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-5139-10A	TCGA-26-5139-10A-01D	1.9	null	1375.03 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-6173-01A	TCGA-26-6173-01A-11H	1.7	null	84.83 uL	RNA	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-6173-01A	TCGA-26-6173-01A-11R	1.7	null	16.9 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-6173-01A	TCGA-26-6173-01A-11D	1.9	null	103.03000000000002 uL	DNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-6173-10A	TCGA-26-6173-10A-01D	1.9	null	1082.33 uL	DNA	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-6174-01A	TCGA-26-6174-01A-21R	1.7	null	12.2 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-6174-01A	TCGA-26-6174-01A-21D	1.9	null	56.03 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-6174-01A	TCGA-26-6174-01A-21H	1.7	null	63.83 uL	RNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-26-6174-10A	TCGA-26-6174-10A-01D	1.9	null	1095.33 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1830-01A	TCGA-27-1830-01A-01R	1.8	null	90.69999999999999 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1830-01A	TCGA-27-1830-01A-01T	null	null	40 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1830-01A	TCGA-27-1830-01A-01D	1.9	null	445.6699999999999 uL	DNA	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1830-01A	TCGA-27-1830-01A-01W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1830-10A	TCGA-27-1830-10A-01D	1.9	null	193.97 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1830-10A	TCGA-27-1830-10A-01W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1831-01A	TCGA-27-1831-01A-01T	null	null	65.9 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1831-01A	TCGA-27-1831-01A-01R	1.9	null	99.39999999999999 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1831-01A	TCGA-27-1831-01A-01D	1.929259543	null	564.7 uL	DNA	0.154124092 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1831-01A	TCGA-27-1831-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1831-10A	TCGA-27-1831-10A-01D	1.9	null	107.00000000000001 uL	DNA	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1831-10A	TCGA-27-1831-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1832-01A	TCGA-27-1832-01A-01W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1832-01A	TCGA-27-1832-01A-01R	1.9	null	474.7 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1832-01A	TCGA-27-1832-01A-01D	1.924151134	null	493.37 uL	DNA	0.156813076 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1832-01A	TCGA-27-1832-01A-01T	null	null	93 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1832-10A	TCGA-27-1832-10A-01W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1832-10A	TCGA-27-1832-10A-01D	1.9	null	952.67 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1833-01A	TCGA-27-1833-01A-01R	1.8	null	6.0000000000000036 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1833-01A	TCGA-27-1833-01A-01D	1.923576261	null	283.37 uL	DNA	0.16088184 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1833-01A	TCGA-27-1833-01A-01W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1833-01A	TCGA-27-1833-01A-01T	null	null	13 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1833-10A	TCGA-27-1833-10A-01W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1833-10A	TCGA-27-1833-10A-01D	1.9	null	113.67000000000002 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1834-01A	TCGA-27-1834-01A-01R	1.9	null	242.7 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1834-01A	TCGA-27-1834-01A-01D	1.924081377	null	373.37 uL	DNA	0.14423801 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1834-01A	TCGA-27-1834-01A-01W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1834-01A	TCGA-27-1834-01A-01T	null	null	52 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1834-10A	TCGA-27-1834-10A-01W	null	null	1020 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1834-10A	TCGA-27-1834-10A-01D	1.9	null	908.67 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1835-01A	TCGA-27-1835-01A-01T	null	null	33.3 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1835-01A	TCGA-27-1835-01A-01D	1.926711824	null	184.7 uL	DNA	0.17113565 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1835-01A	TCGA-27-1835-01A-01R	1.9	null	98.39999999999999 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1835-01A	TCGA-27-1835-01A-01W	null	null	180 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1835-10A	TCGA-27-1835-10A-01D	1.9	null	245 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1835-10A	TCGA-27-1835-10A-01W	null	null	180 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1836-01A	TCGA-27-1836-01A-01T	null	null	27.5 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1836-01A	TCGA-27-1836-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1836-01A	TCGA-27-1836-01A-01R	1.9	null	45 uL	RNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1836-01A	TCGA-27-1836-01A-01D	1.922213427	null	35.70000000000002 uL	DNA	0.141115758 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1836-10A	TCGA-27-1836-10A-01D	1.9	null	197 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1836-10A	TCGA-27-1836-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1837-01A	TCGA-27-1837-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1837-01A	TCGA-27-1837-01A-01D	1.924904827	null	115.7 uL	DNA	0.1550276 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1837-01A	TCGA-27-1837-01A-01T	null	null	43.6 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1837-01A	TCGA-27-1837-01A-01R	1.9	null	91.70000000000002 uL	RNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1837-10A	TCGA-27-1837-10A-01D	1.9	null	355 uL	DNA	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1837-10A	TCGA-27-1837-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1838-01A	TCGA-27-1838-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1838-01A	TCGA-27-1838-01A-01D	1.925990957	null	176.7 uL	DNA	0.13667556 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1838-01A	TCGA-27-1838-01A-01T	null	null	23.700000000000003 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1838-01A	TCGA-27-1838-01A-01R	1.9	null	33 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1838-10A	TCGA-27-1838-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-1838-10A	TCGA-27-1838-10A-01D	1.9	null	149 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2518-01A	TCGA-27-2518-01A-01D	1.9	null	243.7 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2518-01A	TCGA-27-2518-01A-01W	null	null	180 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2518-01A	TCGA-27-2518-01A-01T	null	null	0 uL	Total RNA	.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2518-01A	TCGA-27-2518-01A-01R	1.9	null	45 uL	RNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2518-10A	TCGA-27-2518-10A-01D	1.9	null	290 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2518-10A	TCGA-27-2518-10A-01W	null	null	180 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2519-01A	TCGA-27-2519-01A-01T	null	null	0 uL	Total RNA	.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2519-01A	TCGA-27-2519-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2519-01A	TCGA-27-2519-01A-01D	1.9	null	119.7 uL	DNA	0.13 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2519-01A	TCGA-27-2519-01A-01R	1.9	null	79.7 uL	RNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-27-2519-10A	TCGA-27-2519-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
